ID,Fecha,Hora,Latitud,Longitud,Profundidad,Magnitud,Detalle,,Localidad,Mapa,Is_blank,Día Semana,Profundidad Number
224,01/04/2020,10:56:45,-32.863,-68.864,33 Km.,2.7,,,MENDOZA,mapa,TRUE,3,33 
225,31/03/2020,19:12:10,-32.963,-68.266,23 Km.,2.5,,,MENDOZA,mapa,TRUE,2,23 
226,31/03/2020,9:23:32,-33.827,-68.915,21 Km.,2.9,,,MENDOZA,mapa,TRUE,2,21 
227,30/03/2020,21:13:14,-32.151,-68.261,120 Km.,2.5,,,MENDOZA,mapa,TRUE,1,120
228,30/03/2020,3:43:10,-32.604,-68.082,175 Km.,2.5,,,MENDOZA,mapa,TRUE,1,175
229,29/03/2020,20:17:31,-33.655,-68.637,11 Km.,2.7,,,MENDOZA,mapa,TRUE,7,11 
230,29/03/2020,19:14:01,-32.688,-68.747,134 Km.,2.9,,,MENDOZA,mapa,TRUE,7,134
231,28/03/2020,0:15:06,-32.775,-68.530,11 Km.,2.5,,,MENDOZA,mapa,TRUE,6,11 
232,28/03/2020,0:15:05,-32.791,-68.494,18 Km.,2.6,II a III -Ciudad de Mendoza,,MENDOZA,mapa,FALSE,6,18 
233,26/03/2020,15:28:22,-32.840,-67.857,11 Km.,2.8,,,MENDOZA,mapa,TRUE,4,11 
234,26/03/2020,0:17:28,-32.663,-68.454,135 Km.,2.6,,,MENDOZA,mapa,TRUE,4,135
235,25/03/2020,11:22:46,-32.939,-68.646,18 Km.,2.6,,,MENDOZA,mapa,TRUE,3,18 
236,24/03/2020,17:21:38,-32.906,-68.620,17 Km.,2.7,,,MENDOZA,mapa,TRUE,2,17 
237,24/03/2020,13:59:21,-32.218,-69.615,116 Km.,2.7,,,MENDOZA,mapa,TRUE,2,116
238,23/03/2020,20:19:37,-33.432,-68.856,7 Km.,2.5,,,MENDOZA,mapa,TRUE,1,7 
239,23/03/2020,6:11:45,-32.967,-69.468,130 Km.,2.7,,,MENDOZA,mapa,TRUE,1,130
240,22/03/2020,22:12:19,-32.677,-68.939,130 Km.,2.6,,,MENDOZA,mapa,TRUE,7,130
241,22/03/2020,17:40:51,-32.880,-69.044,10 Km.,2.8,,,MENDOZA,mapa,TRUE,7,10 
242,20/03/2020,16:09:12,-33.241,-68.985,11 Km.,2.7,,,MENDOZA,mapa,TRUE,5,11 
243,19/03/2020,1:36:07,-32.801,-69.908,121 Km.,2.9,,,MENDOZA,mapa,TRUE,4,121
244,18/03/2020,7:29:51,-32.947,-69.284,20 Km.,2.7,,,MENDOZA,mapa,TRUE,3,20 
245,16/03/2020,8:21:15,-32.773,-68.622,10 Km.,3.4,II a III -Ciudad de Mendoza,,MENDOZA,mapa,FALSE,1,10 
246,14/03/2020,11:55:42,-35.051,-70.136,152 Km.,2.8,,,MENDOZA,mapa,TRUE,6,152
247,14/03/2020,7:49:59,-32.627,-69.771,128 Km.,2.7,,,MENDOZA,mapa,TRUE,6,128
248,14/03/2020,4:01:48,-33.446,-68.528,15 Km.,2.9,,,MENDOZA,mapa,TRUE,6,15 
249,13/03/2020,5:05:05,-32.110,-69.268,121 Km.,2.8,,,MENDOZA,mapa,TRUE,5,121
250,12/03/2020,11:38:06,-34.304,-68.057,199 Km.,3.9,,,MENDOZA,mapa,TRUE,4,199
251,11/03/2020,22:42:07,-35.144,-70.134,161 Km.,3.2,,,MENDOZA,mapa,TRUE,3,161
252,11/03/2020,0:17:48,-32.755,-67.327,10 Km.,2.6,,,MENDOZA,mapa,TRUE,3,10 
253,10/03/2020,16:02:22,-33.143,-68.955,20 Km.,2.5,,,MENDOZA,mapa,TRUE,2,20 
254,09/03/2020,15:30:03,-32.265,-67.656,133 Km.,3.9,,,MENDOZA,mapa,TRUE,1,133
255,09/03/2020,0:48:56,-33.228,-68.065,22 Km.,2.5,,,MENDOZA,mapa,TRUE,1,22 
256,08/03/2020,15:47:31,-32.754,-68.778,29 Km.,2.6,,,MENDOZA,mapa,TRUE,7,29 
257,08/03/2020,9:58:14,-33.121,-69.002,24 Km.,2.7,,,MENDOZA,mapa,TRUE,7,24 
258,07/03/2020,22:51:29,-33.368,-67.897,190 Km.,2.7,,,MENDOZA,mapa,TRUE,6,190
259,06/03/2020,18:48:19,-33.432,-68.342,29 Km.,2.9,,,MENDOZA,mapa,TRUE,5,29 
260,05/03/2020,16:26:25,-32.745,-68.664,9 Km.,2.5,,,MENDOZA,mapa,TRUE,4,9 
261,04/03/2020,4:02:20,-33.101,-69.056,11 Km.,2.7,,,MENDOZA,mapa,TRUE,3,11 
262,02/03/2020,6:44:54,-32.878,-69.175,128 Km.,2.6,,,MENDOZA,mapa,TRUE,1,128
263,02/03/2020,6:14:52,-32.610,-68.894,9 Km.,2.5,,,MENDOZA,mapa,TRUE,1,9 
264,01/03/2020,17:59:21,-33.093,-68.731,8 Km.,2.7,,,MENDOZA,mapa,TRUE,7,8 
265,01/03/2020,1:31:45,-32.433,-68.459,132 Km.,2.5,,,MENDOZA,mapa,TRUE,7,132
266,28/02/2020,15:13:08,-33.297,-69.439,17 Km.,2.5,,,MENDOZA,mapa,TRUE,5,17 
267,27/02/2020,16:41:54,-32.113,-69.175,114 Km.,2.6,,,MENDOZA,mapa,TRUE,4,114
268,27/02/2020,4:59:37,-33.115,-69.971,120 Km.,2.6,,,MENDOZA,mapa,TRUE,4,120
269,26/02/2020,21:34:45,-32.854,-68.670,150 Km.,3.2,,,MENDOZA,mapa,TRUE,3,150
270,23/02/2020,21:50:51,-32.698,-69.875,126 Km.,2.7,,,MENDOZA,mapa,TRUE,7,126
271,22/02/2020,17:31:48,-32.672,-69.121,24 Km.,2.6,,,MENDOZA,mapa,TRUE,6,24 
272,20/02/2020,19:46:20,-32.708,-69.193,11 Km.,2.6,,,MENDOZA,mapa,TRUE,4,11 
273,19/02/2020,12:21:56,-32.810,-69.527,125 Km.,3.6,,,MENDOZA,mapa,TRUE,3,125
274,17/02/2020,5:24:59,-33.645,-67.790,191 Km.,2.8,,,MENDOZA,mapa,TRUE,1,191
275,14/02/2020,12:15:21,-32.170,-69.321,117 Km.,2.6,,,MENDOZA,mapa,TRUE,5,117
276,14/02/2020,5:32:52,-32.666,-69.890,126 Km.,2.5,,,MENDOZA,mapa,TRUE,5,126
277,10/02/2020,14:24:07,-32.864,-69.253,26 Km.,2.8,,,MENDOZA,mapa,TRUE,1,26 
278,07/02/2020,4:53:07,-32.683,-70.024,123 Km.,2.5,,,MENDOZA,mapa,TRUE,5,123
279,05/02/2020,12:20:22,-32.012,-69.170,119 Km.,3.0,,,MENDOZA,mapa,TRUE,3,119
280,04/02/2020,20:37:41,-32.771,-68.835,10 Km.,2.6,II a III -Ciudad de Mendoza,,MENDOZA,mapa,FALSE,2,10 
281,02/02/2020,14:03:25,-34.134,-67.035,23 Km.,3.0,,,MENDOZA,mapa,TRUE,7,23 
282,01/02/2020,13:31:38,-33.121,-68.985,16 Km.,3.7,"III -Agrelo, Mendoza; II a III -Ciudad de Mendoza",,MENDOZA,mapa,FALSE,6,16 
283,30/01/2020,23:08:03,-32.629,-69.461,134 Km.,3.1,,,MENDOZA,mapa,TRUE,4,134
284,30/01/2020,20:32:45,-32.739,-68.894,12 Km.,2.6,,,MENDOZA,mapa,TRUE,4,12 
285,30/01/2020,19:12:57,-32.563,-68.484,133 Km.,2.6,,,MENDOZA,mapa,TRUE,4,133
286,30/01/2020,8:43:15,-33.136,-68.566,25 Km.,2.6,,,MENDOZA,mapa,TRUE,4,25 
287,30/01/2020,5:10:25,-32.564,-68.829,8 Km.,2.5,,,MENDOZA,mapa,TRUE,4,8 
288,30/01/2020,4:15:05,-33.818,-67.059,12 Km.,2.9,,,MENDOZA,mapa,TRUE,4,12 
289,30/01/2020,2:58:22,-33.702,-67.057,8 Km.,2.6,,,MENDOZA,mapa,TRUE,4,8 
290,29/01/2020,20:53:17,-33.747,-67.024,9 Km.,3.0,,,MENDOZA,mapa,TRUE,3,9 
291,29/01/2020,7:02:56,-32.387,-69.584,133 Km.,2.7,,,MENDOZA,mapa,TRUE,3,133
292,27/01/2020,10:20:02,-32.310,-67.814,119 Km.,2.5,,,MENDOZA,mapa,TRUE,1,119
293,26/01/2020,17:17:15,-35.101,-68.225,12 Km.,3.5,,,MENDOZA,mapa,TRUE,7,12 
294,25/01/2020,23:20:33,-33.064,-68.582,10 Km.,3.0,"II a III -San Martín, Mendoza; II a III -Ciudad de Mendoza",,MENDOZA,mapa,FALSE,6,10 
295,25/01/2020,12:22:54,-35.450,-70.079,189 Km.,3.0,,,MENDOZA,mapa,TRUE,6,189
296,24/01/2020,13:25:17,-32.947,-69.992,121 Km.,2.7,,,MENDOZA,mapa,TRUE,5,121
297,24/01/2020,3:16:50,-32.420,-69.450,127 Km.,2.6,,,MENDOZA,mapa,TRUE,5,127
298,22/01/2020,8:05:34,-32.933,-68.673,10 Km.,2.7,,,MENDOZA,mapa,TRUE,3,10 
299,20/01/2020,14:00:43,-32.141,-69.234,123 Km.,2.8,,,MENDOZA,mapa,TRUE,1,123
300,19/01/2020,23:37:40,-32.114,-68.430,118 Km.,3.0,,,MENDOZA,mapa,TRUE,7,118
301,19/01/2020,13:35:55,-33.675,-68.276,29 Km.,3.0,,,MENDOZA,mapa,TRUE,7,29 
302,17/01/2020,10:05:12,-32.068,-69.425,115 Km.,2.6,,,MENDOZA,mapa,TRUE,5,115
303,17/01/2020,4:13:38,-33.380,-68.592,8 Km.,2.5,,,MENDOZA,mapa,TRUE,5,8 
304,16/01/2020,8:16:53,-32.922,-68.653,10 Km.,3.0,"II a III -Ciudad de Mendoza; II a III -San Martín, Mendoza",,MENDOZA,mapa,FALSE,4,10 
305,16/01/2020,7:21:44,-32.767,-69.263,9 Km.,2.5,,,MENDOZA,mapa,TRUE,4,9 
306,16/01/2020,5:52:17,-32.990,-69.880,132 Km.,2.9,,,MENDOZA,mapa,TRUE,4,132
307,16/01/2020,3:32:52,-33.666,-68.324,10 Km.,2.5,,,MENDOZA,mapa,TRUE,4,10 
308,16/01/2020,3:06:49,-33.147,-68.850,10 Km.,3.2,III -Ciudad de Mendoza,,MENDOZA,mapa,FALSE,4,10 
309,15/01/2020,21:14:29,-33.811,-68.737,22 Km.,2.5,,,MENDOZA,mapa,TRUE,3,22 
310,15/01/2020,20:06:50,-32.064,-69.249,123 Km.,2.5,,,MENDOZA,mapa,TRUE,3,123
311,15/01/2020,15:45:15,-32.949,-68.668,31 Km.,2.8,,,MENDOZA,mapa,TRUE,3,31 
312,15/01/2020,12:23:12,-32.946,-68.627,11 Km.,3.7,"III -San Martín, Mendoza; III -Ciudad de Mendoza",,MENDOZA,mapa,FALSE,3,11 
313,15/01/2020,12:14:08,-32.913,-68.604,21 Km.,3.1,"II a III -San Martín, Mendoza; II a III -Ciudad Mendoza",,MENDOZA,mapa,FALSE,3,21 
314,15/01/2020,11:39:29,-32.994,-68.539,15 Km.,4.8,"V -San Martín, Mendoza; IV a V -Ciudad de Mendoza",,MENDOZA,mapa,FALSE,3,15 
315,13/01/2020,22:22:11,-32.843,-67.811,146 Km.,2.6,,,MENDOZA,mapa,TRUE,1,146
316,13/01/2020,22:04:28,-33.344,-68.647,30 Km.,3.2,,,MENDOZA,mapa,TRUE,1,30 
317,13/01/2020,15:50:36,-32.707,-68.803,8 Km.,2.6,,,MENDOZA,mapa,TRUE,1,8 
318,11/01/2020,9:11:45,-33.148,-69.792,124 Km.,3.2,,,MENDOZA,mapa,TRUE,6,124
319,11/01/2020,0:01:01,-33.128,-68.917,10 Km.,2.5,"II a III -Ciudad de Mendoza; II a III -San Martín, Mendoza",,MENDOZA,mapa,FALSE,6,10 
320,09/01/2020,9:25:54,-32.524,-67.825,23 Km.,3.2,,,MENDOZA,mapa,TRUE,4,23 
321,08/01/2020,23:34:53,-32.455,-69.071,125 Km.,2.8,,,MENDOZA,mapa,TRUE,3,125
322,08/01/2020,23:19:04,-32.339,-69.648,135 Km.,2.9,,,MENDOZA,mapa,TRUE,3,135
323,08/01/2020,18:50:17,-32.980,-69.097,33 Km.,2.5,,,MENDOZA,mapa,TRUE,3,33 
324,07/01/2020,18:22:57,-34.912,-68.049,16 Km.,3.7,"III -San Rafael, Mendoza; III -Gral. Alvear, Mendoza",,MENDOZA,mapa,FALSE,2,16 
325,07/01/2020,1:01:45,-33.755,-66.924,11 Km.,2.9,,,MENDOZA,mapa,TRUE,2,11 
326,06/01/2020,21:17:08,-32.606,-70.027,120 Km.,2.8,,,MENDOZA,mapa,TRUE,1,120
327,06/01/2020,8:22:57,-32.126,-68.429,122 Km.,3.3,,,MENDOZA,mapa,TRUE,1,122
328,06/01/2020,6:51:11,-33.193,-69.016,14 Km.,2.7,,,MENDOZA,mapa,TRUE,1,14 
329,05/01/2020,6:04:39,-32.119,-69.344,113 Km.,2.6,,,MENDOZA,mapa,TRUE,7,113
330,05/01/2020,1:31:09,-32.988,-69.719,134 Km.,2.5,,,MENDOZA,mapa,TRUE,7,134
331,04/01/2020,9:51:27,-32.883,-68.411,9 Km.,2.6,,,MENDOZA,mapa,TRUE,6,9 
332,03/01/2020,23:10:24,-32.187,-69.336,120 Km.,3.5,,,MENDOZA,mapa,TRUE,5,120
333,03/01/2020,22:01:43,-31.970,-69.158,114 Km.,2.7,,,MENDOZA,mapa,TRUE,5,114
334,03/01/2020,9:38:01,-33.315,-68.893,17 Km.,2.5,,,MENDOZA,mapa,TRUE,5,17 
335,01/01/2020,20:34:51,-32.782,-68.889,10 Km.,3.6,"III -Las Heras, Mendoza; III -Ciudad de Mendoza; III -Guaymallen, Mendoza; II a III -Godoy Cruz, Mendoza",,MENDOZA,mapa,FALSE,3,10 
336,01/01/2020,14:35:03,-33.581,-68.830,6 Km.,2.5,,,MENDOZA,mapa,TRUE,3,6 
